@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,8,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1651,862,96,93,3,0,96.875,3.125,0,0.932139,0.032483,0.141236,7.137487,29.526938,90.042506,7.544222,82.498284,0.937943,0.078586,0.859357,83.294646,0.867653,8951.558347,0.967742,60,0.029412,1,0.970588,33,0.032258,2,0.983607,0.967742,0.97561,0.932378,0.998577,0.999219,0.96875,0.03042,0.96958,0.03125,0.969174,0.96875,0.968849,0.932378,0.998577,0.998651,0.966066,0.96875,10.212,0.001,7.33,0,7330,0,46316,96701,13207,100,52.604167,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,8,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1651,862,96,93,3,0,96.875,3.125,0,0.931232,0.022405,0.122184,4.923071,25.544001,90.042506,5.47933,84.563176,0.937943,0.057076,0.880866,85.333975,0.888896,9170.722254,0.983871,61,0.058824,2,0.941176,32,0.016129,1,0.968254,0.983871,0.976,0.931477,0.999051,0.999496,0.96875,0.043703,0.956297,0.03125,0.968765,0.96875,0.968642,0.931477,0.999051,0.99907,0.965612,0.96875,10.685,0.001,7.35,0.01,7350,10,46316,96701,13207,100,51.5625,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,8,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1651,863,95,95,0,0,100,0,0,1,0.022956,0.089061,5.064852,18.705011,88.511196,3.911715,84.599482,0.931697,0.041176,0.890521,84.340465,0.887794,9057.212841,1,62,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,9.937,0.01,7.36,0,7360,0,46316,96810,13098,100,53.157895,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,8,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1651,863,95,93,2,0,97.894737,2.105263,0,0.9529,0.023294,0.1209,5.139349,25.392024,88.511196,5.705071,82.806126,0.931697,0.060053,0.871643,83.878876,0.882936,9007.643374,1,62,0.060606,2,0.939394,31,0,0,0.96875,1,0.984127,0.953959,1,1,0.978947,0.039553,0.960447,0.021053,0.979605,0.978947,0.978786,0.953959,1,1,0.976438,0.978947,9.943,0,7.37,0,7370,0,46316,96810,13098,100,52.631579,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,9,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1651,862,96,92,4,0,95.833333,4.166667,0,0.908962,0.040806,0.16742,9.022681,35.248359,89.126448,10.185869,78.940579,0.928401,0.106103,0.822298,80.595386,0.839535,8651.632387,0.952381,60,0.030303,1,0.969697,32,0.047619,3,0.983607,0.952381,0.967742,0.909905,0.995671,0.997802,0.958333,0.036255,0.963745,0.041667,0.959778,0.958333,0.95861,0.909905,0.995671,0.995877,0.954459,0.958333,9.837,0.001,7.34,0,7340,0,46316,96701,13207,100,53.125,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,9,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1651,862,96,93,3,0,96.875,3.125,0,0.932203,0.031574,0.135852,6.981433,28.602082,89.126448,7.030354,82.096094,0.928401,0.073233,0.855168,82.70069,0.861466,8877.629348,0.952381,60,0,0,1,33,0.047619,3,1,0.952381,0.97561,0.934353,0.999519,0.999752,0.96875,0.016369,0.983631,0.03125,0.971354,0.96875,0.969048,0.934353,0.999519,0.999531,0.966066,0.96875,9.57,0.001,7.38,0,7380,0,46316,96701,13207,100,53.125,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,9,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1652,862,96,94,2,0,97.916667,2.083333,0,0.953824,0.017879,0.08905,3.953182,18.74841,89.126448,3.409396,85.717052,0.928401,0.035515,0.892886,85.647908,0.892166,9194.002858,0.984127,62,0.030303,1,0.969697,32,0.015873,1,0.984127,0.984127,0.984127,0.953824,0.999519,0.999752,0.979167,0.025343,0.974657,0.020833,0.979167,0.979167,0.979167,0.953824,0.999519,0.999531,0.976912,0.979167,9.987,0.001,7.37,0,7370,0,46316,96701,13207,100,52.604167,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,9,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1652,862,96,93,3,0,96.875,3.125,0,0.930233,0.032882,0.155383,7.270749,32.714078,89.126448,10.870618,78.25583,0.928401,0.113236,0.815165,82.508645,0.859465,8857.014015,0.984127,62,0.060606,2,0.939394,31,0.015873,1,0.96875,0.984127,0.976378,0.930484,0.998076,0.999027,0.96875,0.045229,0.954771,0.03125,0.96875,0.96875,0.968633,0.930484,0.998076,0.998125,0.965112,0.96875,10.447,0.002,7.36,0,7360,0,46316,96701,13207,98.958333,52.083333,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,9,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1652,862,96,94,2,0,97.916667,2.083333,0,0.953824,0.021671,0.112278,4.791674,23.638974,89.126448,4.937001,84.189447,0.928401,0.051427,0.876973,84.635706,0.881622,9085.3466,0.984127,62,0.030303,1,0.969697,32,0.015873,1,0.984127,0.984127,0.984127,0.953824,0.999038,0.9995,0.979167,0.025343,0.974657,0.020833,0.979167,0.979167,0.979167,0.953824,0.999038,0.999077,0.976912,0.979167,10.275,0.001,7.4,0,7400,0,46316,96701,13207,100,52.604167,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,9,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1652,862,96,95,1,0,98.958333,1.041667,0,0.976744,0.020894,0.100823,4.619897,21.227171,89.126448,4.433929,84.692519,0.928401,0.046187,0.882214,85.099993,0.886458,9135.186099,1,63,0.030303,1,0.969697,32,0,0,0.984375,1,0.992126,0.977008,0.998557,0.999244,0.989583,0.019886,0.980114,0.010417,0.989746,0.989583,0.989544,0.977008,0.998557,0.998636,0.988371,0.989583,10.129,0.001,7.33,0,7330,0,46316,96701,13207,100,53.125,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,9,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1652,862,96,94,2,0,97.916667,2.083333,0,0.953846,0.023468,0.133233,5.15661,27.853844,90.042506,7.41451,82.627995,0.937943,0.077234,0.860708,85.285481,0.88839,9165.510637,1,62,0.058824,2,0.941176,32,0,0,0.96875,1,0.984127,0.954864,0.999051,0.999496,0.979167,0.03799,0.96201,0.020833,0.979818,0.979167,0.979016,0.954864,0.999051,0.99907,0.976912,0.979167,10.262,0,7.36,0,7360,0,46316,96701,13207,100,51.5625,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,9,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1652,862,96,95,1,0,98.958333,1.041667,0,0.97738,0.008635,0.064273,1.89738,13.436909,90.042506,1.701508,88.340997,0.937943,0.017724,0.920219,88.27708,0.919553,9487.013516,0.983871,61,0,0,1,34,0.016129,1,1,0.983871,0.99187,0.97763,1,1,0.989583,0.005712,0.994288,0.010417,0.989881,0.989583,0.989616,0.97763,1,1,0.988689,0.989583,9.471,0.001,7.34,0,7340,0,46316,96701,13207,100,51.041667,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,9,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1653,863,95,94,1,0,98.947368,1.052632,0,0.976947,0.017389,0.089783,3.836546,18.856618,88.511196,3.596782,84.914414,0.931697,0.037861,0.893836,85.343622,0.898354,9164.940569,0.983871,61,0,0,1,33,0.016129,1,1,0.983871,0.99187,0.977207,1,1,0.989474,0.005603,0.994397,0.010526,0.989783,0.989474,0.989509,0.977207,1,1,0.988472,0.989474,9.838,0.001,7.38,0,7380,0,46316,96810,13098,100,52.631579,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,9,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1653,863,95,95,0,0,100,0,0,1,0.005891,0.033086,1.299819,6.948804,88.511196,0.898446,87.61275,0.931697,0.009457,0.922239,87.61275,0.922239,9408.619273,1,62,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,9.823,0.001,7.37,0,7370,0,46316,96810,13098,100,51.052632,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,10,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1653,862,96,91,5,0,94.791667,5.208333,0,0.888579,0.040696,0.150658,8.998436,31.719417,89.126448,9.138938,79.98751,0.928401,0.095197,0.833203,80.691687,0.840538,8661.969909,0.920635,58,0,0,1,33,0.079365,5,1,0.920635,0.958678,0.894147,0.999519,0.999752,0.947917,0.027282,0.972718,0.052083,0.95477,0.947917,0.948674,0.894147,0.999519,0.999531,0.944128,0.947917,9.902,0.002,7.34,0,7340,0,46316,96701,13207,100,54.6875,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,10,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1653,862,96,95,1,0,98.958333,1.041667,0,0.976744,0.011312,0.070002,2.501145,14.738055,89.126448,2.152989,86.97346,0.928401,0.022427,0.905974,86.97346,0.905974,9336.296238,1,63,0.030303,1,0.969697,32,0,0,0.984375,1,0.992126,0.977008,1,1,0.989583,0.019886,0.980114,0.010417,0.989746,0.989583,0.989544,0.977008,1,1,0.988371,0.989583,10.243,0.003,7.41,0,7410,0,46316,96701,13207,100,51.5625,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,10,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1653,862,96,96,0,0,100,0,0,1,0.011752,0.054575,2.598633,11.490222,89.126448,1.894589,87.231859,0.928401,0.019735,0.908665,87.202437,0.908359,9360.876141,1,63,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,10.335,0.001,7.34,0,7340,0,46316,96701,13207,100,52.083333,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,10,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1653,862,96,95,1,0,98.958333,1.041667,0,0.977077,0.012947,0.089957,2.8628,18.939532,89.126448,3.482159,85.644289,0.928401,0.036272,0.892128,86.630567,0.902402,9299.487936,0.984127,62,0,0,1,33,0.015873,1,1,0.984127,0.992,0.977334,1,1,0.989583,0.005456,0.994544,0.010417,0.98989,0.989583,0.989619,0.977334,1,1,0.988537,0.989583,9.84,0.001,7.37,0,7370,0,46316,96701,13207,100,51.5625,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,10,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1654,862,96,95,1,0,98.958333,1.041667,0,0.976744,0.022596,0.104371,4.996351,21.974069,89.126448,4.339024,84.787424,0.928401,0.045198,0.883202,84.384514,0.879005,9058.382008,1,63,0.030303,1,0.969697,32,0,0,0.984375,1,0.992126,0.977008,0.998557,0.999244,0.989583,0.019886,0.980114,0.010417,0.989746,0.989583,0.989544,0.977008,0.998557,0.998636,0.988371,0.989583,10.071,0.001,7.31,0,7310,0,46316,96701,13207,100,52.083333,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,10,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1654,862,96,93,3,0,96.875,3.125,0,0.931232,0.033787,0.156463,7.470768,32.941566,89.126448,11.32902,77.797428,0.928401,0.118011,0.81039,82.361282,0.85793,8841.195108,0.968254,61,0.030303,1,0.969697,32,0.031746,2,0.983871,0.968254,0.976,0.931477,0.997595,0.998719,0.96875,0.030799,0.969201,0.03125,0.969195,0.96875,0.968858,0.931477,0.997595,0.997789,0.965612,0.96875,9.981,0,7.34,0,7340,0,46316,96701,13207,98.958333,52.604167,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,10,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1654,862,96,95,1,0,98.958333,1.041667,0,0.977077,0.0144,0.103345,3.16406,21.605536,90.042506,5.469213,84.573293,0.937943,0.056971,0.880972,87.259441,0.908953,9377.649378,1,62,0.029412,1,0.970588,33,0,0,0.984127,1,0.992,0.977334,0.999526,0.999744,0.989583,0.018995,0.981005,0.010417,0.989749,0.989583,0.989547,0.977334,0.999526,0.999537,0.988537,0.989583,10.231,0.001,7.36,0,7360,0,46316,96701,13207,98.958333,50.520833,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,10,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1654,862,96,94,2,0,97.916667,2.083333,0,0.954459,0.023436,0.108648,5.149656,22.714136,90.042506,4.786987,85.255519,0.937943,0.049864,0.888078,85.451348,0.890118,9183.336091,0.983871,61,0.029412,1,0.970588,33,0.016129,1,0.983871,0.983871,0.983871,0.954459,0.999051,0.999496,0.979167,0.024707,0.975293,0.020833,0.979167,0.979167,0.979167,0.954459,0.999051,0.99907,0.97723,0.979167,10.066,0.001,7.4,0,7400,0,46316,96701,13207,100,52.604167,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,10,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1654,863,95,94,1,0,98.947368,1.052632,0,0.976618,0.011387,0.069137,2.512433,14.520529,88.511196,2.125448,86.385748,0.931697,0.022373,0.909324,86.385748,0.909324,9276.853168,1,62,0.030303,1,0.969697,32,0,0,0.984127,1,0.992,0.976885,1,1,0.989474,0.019777,0.980223,0.010526,0.989641,0.989474,0.989435,0.976885,1,1,0.988308,0.989474,10.274,0.001,7.37,0,7370,0,46316,96810,13098,100,51.578947,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,10,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H \"a, a\"',-5990607817048210779,20160420.1654,863,95,92,3,0,96.842105,3.157895,0,0.929855,0.025014,0.120827,5.518834,25.376654,88.511196,5.357181,83.154015,0.931697,0.056391,0.875305,83.313858,0.876988,8946.966836,0.983871,61,0.060606,2,0.939394,31,0.016129,1,0.968254,0.983871,0.976,0.930109,0.999022,0.999496,0.968421,0.045156,0.954844,0.031579,0.968426,0.968421,0.968304,0.930109,0.999022,0.999042,0.964923,0.968421,10.115,0.001,7.37,0,7370,0,46316,96810,13098,100,52.105263,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 100',-5990607817048210779,20160420.1655,862,96,95,1,0,98.958333,1.041667,0,0.976744,0.017638,0.079413,3.899918,16.719562,89.126448,3.104773,86.021675,0.928401,0.032341,0.896059,85.908166,0.894877,9221.940719,1,63,0.030303,1,0.969697,32,0,0,0.984375,1,0.992126,0.977008,1,1,0.989583,0.019886,0.980114,0.010417,0.989746,0.989583,0.989544,0.977008,1,1,0.988371,0.989583,35.669,0.002,25.31,0,25310,0,167721,96701,13207,100,52.604167,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 100',-5990607817048210779,20160420.1656,862,96,93,3,0,96.875,3.125,0,0.930233,0.036198,0.152099,8.003911,32.022768,89.126448,11.439023,77.687425,0.928401,0.119156,0.809244,82.104533,0.855256,8813.634003,0.984127,62,0.060606,2,0.939394,31,0.015873,1,0.96875,0.984127,0.976378,0.930484,0.996633,0.99821,0.96875,0.045229,0.954771,0.03125,0.96875,0.96875,0.968633,0.930484,0.996633,0.996907,0.965112,0.96875,35.885,0.002,25.26,0.01,25260,10,167721,96701,13207,98.958333,53.125,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 100',-5990607817048210779,20160420.1656,862,96,94,2,0,97.916667,2.083333,0,0.953148,0.023203,0.119959,5.130456,25.256112,89.126448,6.186222,82.940227,0.928401,0.06444,0.863961,84.587648,0.881121,9080.18766,1,63,0.060606,2,0.939394,31,0,0,0.969231,1,0.984375,0.954196,0.999038,0.9995,0.979167,0.039773,0.960227,0.020833,0.979808,0.979167,0.979004,0.954196,0.999038,0.999077,0.976563,0.979167,34.313,0.002,25.14,0.01,25140,10,167721,96701,13207,100,52.083333,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 100',-5990607817048210779,20160420.1657,862,96,96,0,0,100,0,0,1,0.0145,0.055242,3.206243,11.630545,89.126448,2.26406,86.862388,0.928401,0.023584,0.904817,86.862388,0.904817,9324.373122,1,63,0,0,1,33,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,35.293,0.002,25.34,0,25340,0,167721,96701,13207,100,52.604167,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 100',-5990607817048210779,20160420.1657,862,96,95,1,0,98.958333,1.041667,0,0.976744,0.011411,0.091892,2.523199,19.346901,89.126448,3.592112,85.534336,0.928401,0.037418,0.890983,86.853322,0.904722,9323.399828,1,63,0.030303,1,0.969697,32,0,0,0.984375,1,0.992126,0.977008,1,1,0.989583,0.019886,0.980114,0.010417,0.989746,0.989583,0.989544,0.977008,1,1,0.988371,0.989583,33.785,0.003,25.32,0,25320,0,167721,96701,13207,100,50.520833,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 100',-5990607817048210779,20160420.1658,862,96,93,3,0,96.875,3.125,0,0.930233,0.0304,0.145083,6.721882,30.545562,89.126448,8.941009,80.185439,0.928401,0.093136,0.835265,82.895875,0.863499,8898.581856,0.984127,62,0.060606,2,0.939394,31,0.015873,1,0.96875,0.984127,0.976378,0.930484,0.998076,0.999004,0.96875,0.045229,0.954771,0.03125,0.96875,0.96875,0.968633,0.930484,0.998076,0.998162,0.965112,0.96875,35.374,0.002,25.31,0,25310,0,167721,96701,13207,98.958333,52.083333,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 100',-5990607817048210779,20160420.1659,862,96,91,5,0,94.791667,5.208333,0,0.886899,0.053245,0.186862,11.699672,39.065639,90.042506,14.322477,75.720029,0.937943,0.149192,0.78875,79.010045,0.823021,8491.098309,0.951613,59,0.058824,2,0.941176,32,0.048387,3,0.967213,0.951613,0.95935,0.887126,0.993359,0.996255,0.947917,0.055127,0.944873,0.052083,0.948468,0.947917,0.948082,0.887126,0.993359,0.99403,0.943443,0.947917,34.709,0.008,25.32,0,25320,0,167721,96701,13207,98.958333,55.208333,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 100',-5990607817048210779,20160420.1659,862,96,94,2,0,97.916667,2.083333,0,0.954459,0.017433,0.114935,3.830672,24.028392,90.042506,6.787861,83.254645,0.937943,0.070707,0.867236,86.427323,0.900285,9288.222758,0.983871,61,0.029412,1,0.970588,33,0.016129,1,0.983871,0.983871,0.983871,0.954459,0.999526,0.999744,0.979167,0.024707,0.975293,0.020833,0.979167,0.979167,0.979167,0.954459,0.999526,0.999537,0.97723,0.979167,35.253,0.003,25.12,0,25120,0,167721,96701,13207,98.958333,50.520833,?
win-for-x-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H 100',-5990607817048210779,20160420.17,863,95,92,3,0,96.842105,3.157895,0,0.928839,0.033977,0.168862,7.49637,35.465296,88.511196,15.557501,72.953695,0.931697,0.163763,0.767934,81.70287,0.86003,8773.964935,1,62,0.090909,3,0.909091,30,0,0,0.953846,1,0.976378,0.9312,0.995601,0.997628,0.968421,0.05933,0.94067,0.031579,0.969879,0.968421,0.968042,0.9312,0.995601,0.995962,0.964379,0.968421,33.883,0.003,25.46,0,25460,0,167721,96810,13098,98.947368,51.578947,?
